absorbance_ratio_A570_A400,lspr_shift_nm,nanoparticle_aggregation_index,color_shift_delta_E,fluorescence_nir_au,ros_h2o2_signal_uM,spectral_response_integrated,plant_stress_index,plant_health
0.164096,0,0,3.3468,7.117749,13.7046,0.421647,0.136582,1
0.222125,0,0,3.5968,7.05123,12.0293,0.34262,0.135032,1
1.26229,33.6174,1,37.7265,2.673547,63.7318,2.021315,0.79855,0
0.873017,17.5016,0.85334,30.2629,3.482754,38.4755,1.419026,0.630029,0
1.074682,28.1514,1,36.7008,2.729662,52.8207,1.755699,0.69166,0
0.388943,1.1606,0.145343,13.7631,6.301935,24.6138,0.636516,0.296826,1
1.425535,41.9123,0.934968,37.3205,1.342409,68.1989,2.421303,0.748111,0
1.214778,38.214,0.977877,40.9591,1.482709,60.0964,2.074985,0.844792,0
0.391457,3.1806,0.122268,16.1657,6.163093,13.1633,0.614591,0.258127,1
0.374909,0,0.00686,15.3663,5.715129,14.5724,0.606111,0.105794,1
0.207944,0.6358,0.016686,8.7876,7.491504,14.2619,0.471364,0.202941,1
0.632176,11.4009,0.585015,30.0901,5.346546,25.125,1.065357,0.482541,0
1.501299,50.2058,0.90575,42.7607,0.753419,87.2631,2.623028,0.755916,0
0.377704,3.8416,0.158423,28.4442,5.806618,8.932,0.805709,0.32523,1
1.3058,33.5641,0.907477,41.1398,1.263022,59.1254,2.252518,0.718848,0
0.175479,0,0.068156,0,7.780734,5,0.300175,0.06004,1
0.986457,23.5779,1,28.6512,3.025494,45.4687,1.593651,0.633583,0
0.193907,0.6395,0.031918,13.6849,7.879782,11.483,0.271948,0.046324,1
0.817381,14.5864,0.956389,35.2026,3.979783,43.1898,1.166921,0.562299,0
0.753247,14.4603,0.682759,32.2817,4.088374,37.3273,1.217895,0.499727,0
0.781001,14.4919,0.819253,30.807,4.271132,22.3862,1.110683,0.475529,0
0.190093,0.3974,0.085108,6.0335,8.103718,11.6742,0.215098,0.052983,1
1.317229,39.6056,0.955379,36.0662,1.550707,64.9544,2.301636,0.83383,0
0.958194,19.9807,0.880837,45.0684,3.246302,37.9947,1.505788,0.698634,0
1.311006,35.8791,0.979728,41.6184,1.270139,55.1,2.263602,0.68036,0
0.125904,0.1363,0.021495,0,7.404841,12.5267,0.353501,0.071243,1
0.328988,1.7127,0.202664,12.9815,6.415768,18.9825,0.560071,0.165506,1
1.154772,31.6545,0.943503,40.9124,2.476216,52.5763,2.114193,0.690378,0
0.390889,1.6569,0.109506,16.7092,5.872591,18.423,0.791145,0.254207,1
0.396943,1.813,0.118288,15.9968,6.479355,12.0807,0.504925,0.173087,1
0.994877,27.9791,0.895931,37.0566,2.846509,52.5043,1.800067,0.73242,0
0.795916,13.6454,0.826959,27.4385,3.976789,30.3466,1.31092,0.502184,0
0.330425,0.5838,0.107458,14.2887,6.582051,9.4426,0.434068,0.217012,1
0.249419,0.4773,0.010506,10.4442,7.529231,17.2131,0.437346,0.158084,1
1.181285,33.6991,1,42.5937,2.156172,54.9918,1.946375,0.72261,0
1.062674,24.5704,0.933793,36.8588,2.859021,51.2533,1.856985,0.715805,0
0.160548,1.0755,0.095212,2.2852,6.948548,12.024,0.453949,0.114069,1
0.345259,2.7764,0,6.6575,5.734407,17.9293,0.586361,0.129874,1
1.306465,34.6372,1,40.8491,1.808911,69.1609,2.321745,0.768607,0
0.502131,5.6057,0.210719,23.0902,5.869838,14.9065,0.897572,0.285354,1
0.598409,8.4933,0.342302,25.1853,5.166432,21.0455,1.041944,0.364534,0
1.166357,33.5728,1,40.0885,2.49015,48.3202,2.039449,0.75078,0
1.35095,37.8061,1,42.6903,1.810354,64.0737,2.169585,0.832612,0
0.377869,1.1244,0.084329,12.1017,6.507398,16.3964,0.625767,0.231936,1
1.096023,26.5467,0.940776,38.6475,2.613928,59.5814,1.887233,0.705309,0
0.221167,1.6716,0,9.9088,7.843084,5.1518,0.500745,0.06613,1
0.994588,25.3282,1,36.0713,2.90798,50.2689,1.612055,0.814154,0
1.311889,37.696,0.958514,37.9567,1.72487,54.5668,2.353724,0.643175,0
0.234069,0.8481,0.010949,0.4593,7.483609,9.6419,0.394739,0.096345,1
1.282715,36.3366,0.918309,36.2445,2.036887,61.6138,2.252769,0.796472,0
0.814639,19.8701,0.94943,34.3007,3.817216,36.4309,1.362261,0.63886,0
1.576071,49.5024,1,39.6995,0.929011,76.838,2.722318,0.86334,0
0.227396,0.8878,0.118814,4.2844,7.711379,12.2838,0.353978,0.212147,1
0.206695,0.6489,0.013506,9.8468,7.239769,12.1713,0.34586,0.173767,1
0.436279,2.172,0.161138,16.8298,6.572873,15.8102,0.518243,0.178487,1
0.232559,0.4212,0.098255,0,7.404575,5,0.359423,0.11366,1
0.68629,12.8474,0.470163,25.2989,4.815926,26.8601,1.033345,0.380125,0
0.183472,0,0.146183,3.5023,7.279967,8.4672,0.224335,0.107497,1
0.481038,3.4221,0.220586,14.3196,6.191489,14.8506,0.733126,0.182938,1
0.218767,1.9397,0.112751,8.4153,7.419415,14.983,0.473203,0.190568,1
1.029487,28.2482,1,39.3864,3.155447,49.5982,1.81983,0.665903,0
0.864369,21.1598,0.925008,40.214,3.174884,47.4735,1.56643,0.607543,0
0.231549,0.1624,0,11.4393,7.006544,9.7043,0.476906,0.148299,1
0.232772,1.879,0.055895,7.2728,7.35611,7.4972,0.497043,0.137568,1
0.1537,0,0,2.3379,7.642594,17.4011,0.339563,0.229359,1
0.48435,3.6225,0.217867,18.6673,5.479698,10.6813,0.856702,0.244803,1
0.178775,0.142,0.108148,5.8821,7.856039,6.3182,0.319836,0.111479,1
1.134947,29.8024,0.980555,40.6591,2.205264,48.2239,1.832031,0.730464,0
0.844765,18.4199,0.982713,39.438,4.120638,37.1921,1.38756,0.593823,0
0.370646,1.0348,0.067832,15.6084,6.748435,5.9519,0.481828,0.109145,1
0.287914,1.1352,0.082695,7.1426,6.978125,11.0476,0.360253,0.150473,1
0.992618,26.9416,0.90065,41.4109,2.458902,39.7052,1.726655,0.581123,0
0.25911,2.9917,0.03143,2.2424,7.579378,10.2769,0.292508,0.131207,1
1.259812,33.6769,1,43.1807,1.667119,61.3851,2.137147,0.827926,0
0.152614,0,0.043933,0,7.760752,9.6531,0.254968,0.076773,1
1.586726,51.9693,1,45.4879,1.10592,77.1561,2.703361,0.890692,0
0.187889,0,0.070382,3.1649,7.700975,17.9213,0.347411,0.189763,1
0.210025,0.4907,0,9.0324,7.130263,10.8914,0.24077,0.193301,1
0.753286,15.2832,0.786427,29.5446,4.048217,31.0593,1.218826,0.551125,0
0.322726,0.2721,0.095196,13.0371,7.512085,16.4882,0.426783,0.236841,1
0.718202,15.4115,0.879738,32.0703,3.569321,33.1743,1.425949,0.698279,0
0.373948,1.9187,0,15.8507,6.422876,17.443,0.754758,0.244687,1
0.758316,13.4788,0.777969,35.5457,4.549214,28.5673,1.190335,0.493067,0
0.567066,3.3839,0.251869,24.0197,5.394686,25.0816,0.845927,0.313303,0
0.683725,11.9494,0.807122,28.6201,4.667254,34.5594,1.150495,0.540366,0
0.354677,1.7902,0,15.4451,6.833718,19.3195,0.581604,0.210807,1
0.184667,0.7184,0.059741,0,7.566556,14.1574,0.472101,0.196829,1
0.906351,20.604,0.927439,37.2995,3.528318,39.2173,1.491763,0.679972,0
0.710137,12.8953,0.703653,33.7584,3.691373,34.876,1.357662,0.670807,0
1.167274,34.4748,1,39.3428,2.216868,53.5859,2.169989,0.663777,0
0.823916,18.737,0.876011,35.5713,4.111566,35.1057,1.368388,0.580316,0
1.149768,31.7904,0.871134,35.3119,2.347087,50.4679,2.017741,0.643504,0
0.995194,25.439,1,32.3329,3.002146,54.064,1.644125,0.645294,0
0.099599,0.4075,0,3.7894,8.152667,11.9904,0.332004,0.070592,1
0.762003,16.4953,0.76864,34.0086,4.633879,41.0928,1.272727,0.558013,0
0.200221,0.305,0,9.6907,7.700744,10.554,0.35854,0.108356,1
0.311312,0,0,9.6916,7.66332,13.1544,0.441437,0.149529,1
0.138578,1.2277,0,0,8.132442,13.1768,0.209387,0.026433,1
0.993832,22.8764,0.99032,35.4527,3.069635,35.9643,1.646319,0.608966,0
0.128169,0.1103,0.080764,9.774,7.396168,16.0828,0.385113,0.103284,1
0.421931,0.9353,0.072557,17.9433,6.386546,26.2545,0.560541,0.207208,1
1.081099,29.6586,0.964669,42.7584,3.478792,43.9853,1.718676,0.732172,0
0.163168,0.8271,0.038185,0,7.657885,7.8521,0.32351,0.066305,1
0.315666,1.1199,0.071237,13.7309,6.424571,8.8881,0.521644,0.162963,1
0.223136,0.3227,0.0676,4.6118,7.163189,9.8353,0.517217,0.170469,1
0.286408,0.9681,0.058334,7.574,6.984517,10.7548,0.326557,0.22642,1
0.17063,0,0,0,8.172421,9.505,0.135373,0.001434,1
1.087407,27.3327,1,39.9479,3.019311,55.1266,1.774956,0.811105,0
0.242801,0.8371,0.079567,10.3565,6.695124,9.5804,0.387811,0.06368,1
0.829835,18.9932,0.911434,35.6213,3.713709,34.6318,1.440059,0.680788,0
0.715984,11.8721,0.584668,27.448,3.909391,28.8101,1.12271,0.453893,0
0.208789,1.2489,0.004299,0,7.928255,5,0.373617,0.148049,1
0.905343,19.4041,0.926233,35.2275,3.88799,32.0791,1.482282,0.627877,0
0.968056,27.8655,0.996649,30.5517,2.597801,40.404,1.842894,0.658036,0
0.872043,18.6602,1,36.1777,3.800924,37.6124,1.477218,0.596541,0
0.508763,2.4403,0.055528,25.6738,6.030465,12.467,0.720197,0.186379,1
1.118448,30.1036,0.996196,36.9299,2.42997,56.1557,1.961385,0.744294,0
0.321714,0.273,0.033198,13.5174,6.964025,18.0456,0.530078,0.188962,1
0.315504,1.5675,0.03115,16.6254,6.210418,12.9355,0.596434,0.167539,1
1.08067,27.8688,0.915779,41.6728,3.54911,47.066,1.679254,0.692718,0
1.311266,40.0352,1,36.8131,1.511394,77.5004,2.304889,0.739745,0
0.19726,0.4227,0.048331,1.2412,7.377074,5,0.422994,0.101987,1
0.172943,1.2478,0.120597,11.1542,7.756743,16.1617,0.27348,0.20729,1
0.412642,3.1913,0.105906,17.178,6.372976,16.4203,0.703653,0.271372,1
0.269692,2.2045,0.038056,6.478,6.449391,8.936,0.50106,0.09794,1
0.88582,15.4942,0.952256,30.3796,4.071748,35.0196,1.373953,0.575987,0
0.243292,0.9222,0.005146,10.2907,7.250566,5,0.44376,0.188836,1
0.605185,7.6313,0.344043,20.652,5.58342,20.2614,0.952321,0.241418,1
0.547478,5.2638,0.262193,22.4761,5.135118,19.4522,0.75374,0.344104,0
1.400721,45.5315,0.926274,44.1763,0.863522,75.3262,2.701268,0.83354,0
1.483244,47.1501,0.973177,42.3487,1.139781,78.4228,2.66038,0.84747,0
0.775116,16.1195,0.901717,38.8417,4.332333,28.7137,1.231635,0.511444,0
0.713524,14.1133,0.629053,29.9893,3.896142,35.0374,1.155313,0.427406,0
0.82976,16.4316,0.855679,32.0537,3.800996,43.5834,1.247493,0.562652,0
0.805258,16.1655,0.925889,33.0044,2.956369,42.2829,1.381069,0.604257,0
0.168338,0.3266,0,4.7492,7.503311,11.1542,0.236178,0.102794,1
1.37242,37.3021,1,46.9308,1.797997,62.4169,2.280452,0.808114,0
1.191454,29.2627,0.898415,40.6178,2.195195,58.2581,1.884995,0.764761,0
1.264776,39.3166,0.924194,45.1139,2.011487,70.3474,2.271661,0.740079,0
0.468882,5.1089,0.27252,17.9875,5.947014,24.1186,0.757249,0.311747,1
0.23934,0.9347,0.122926,9.628,7.743261,5,0.198852,0.122944,1
0.190047,1.6049,0,4.49,7.007841,5,0.388233,0.043815,1
1.483505,44.0602,0.897724,45.9162,1.170317,75.5841,2.438586,0.870089,0
0.903808,20.3933,0.934599,39.0533,3.03923,44.3548,1.561456,0.740846,0
0.19388,1.3005,0,6.5529,7.483797,12.5329,0.472191,0.148083,1
0.177028,0.5169,0,0,6.948139,7.5466,0.435539,0.064488,1
1.354953,40.2386,0.969965,40.4315,0.825055,71.2059,2.412193,0.877165,0
1.365512,42.0143,0.922521,45.8086,0.902656,66.6307,2.540387,0.7341,0
0.144397,0.7431,0.030471,0,7.947422,5,0.186379,0.06085,1
1.263311,38.0058,0.878375,38.9297,2.291078,56.6183,2.186186,0.685556,0
0.172287,1.1295,0.132834,8.2183,7.336116,9.9589,0.315371,0.087602,1
0.250525,0.7263,0,9.1603,8.032756,11.0567,0.321237,0.072158,1
1.38929,42.6996,0.910103,41.0032,1.334978,66.171,2.511605,0.806704,0
0.689027,10.7372,0.658991,25.6479,4.746214,36.4037,1.22688,0.480809,0
0.207927,0.5368,0.02521,7.6286,6.602227,9.7616,0.388393,0.152346,1
0.174855,0.6375,0,2.2342,8.339702,15.2815,0.359653,0.108922,1
1.38138,43.2924,1,39.2373,1.95451,80.9321,2.44614,0.856841,0
1.299311,35.2927,1,39.3507,1.709718,69.9854,2.276445,0.79582,0
0.17421,0,0,3.8182,7.680627,8.0663,0.310863,0.026167,1
1.519452,50.5427,0.952679,41.197,0.706044,80.9914,2.616551,0.782099,0
0.146619,0.4303,0.131004,5.7688,7.577985,19.3286,0.357985,0.190805,1
0.619462,6.6123,0.255715,19.7571,4.428186,15.36,0.971423,0.343912,0
0.490184,4.9695,0.169274,25.1101,6.179105,11.6708,0.837944,0.292715,1
0.241758,0,0.024234,15.3648,7.215883,9.2358,0.460803,0.089786,1
0.427948,3.3388,0.102035,16.8799,5.664307,17.7434,0.796022,0.269741,1
1.204702,30.7987,1,37.2838,2.176241,55.9442,2.042631,0.779185,0
0.908834,21.7055,0.982769,39.6752,4.172975,42.9255,1.48059,0.607219,0
1.238113,37.9645,0.937662,42.4182,2.287092,56.9401,2.109997,0.761133,0
1.254647,35.8075,1,36.2768,2.16626,65.2667,2.074215,0.765758,0
0.197474,0.6247,0,9.181,6.88691,11.9773,0.326041,0.165905,1
1.415611,40.3894,0.92421,47.3835,1.035636,65.7731,2.41365,0.793529,0
0.933627,22.5888,0.979212,38.6444,3.139093,42.1581,1.580887,0.672498,0
0.537142,2.3771,0.361401,23.5605,5.912304,19.878,0.708433,0.303446,1
1.254157,37.9868,1,42.1116,1.734522,63.5065,2.339203,0.750088,0
0.925613,21.6763,1,45.7361,3.480688,43.8404,1.475306,0.730037,0
0.719107,13.0154,0.613113,26.5665,4.788657,33.7642,1.16157,0.481396,0
0.883767,18.0349,0.827101,31.3342,3.927369,31.0752,1.467917,0.505489,0
0.427012,0.8831,0.20982,10.3285,5.44199,8.0558,0.761736,0.261653,1
0.370405,2.2685,0.125873,26.1348,6.686459,6.7183,0.530167,0.246712,1
0.881427,21.7928,0.987654,35.4003,3.632474,35.8978,1.422014,0.665279,0
0.278437,0.4917,0,0,7.620739,5,0.253811,0.057079,1
0.971417,20.1573,1,37.6539,3.462768,49.9463,1.529632,0.690069,0
0.182537,0.0846,0,2.7453,7.626359,5,0.222903,0.059906,1
1.1828,36.7059,0.969438,38.0505,2.140415,58.3506,2.238086,0.77612,0
0.353475,0.8849,0.170762,17.309,6.840799,15.0855,0.499357,0.204161,1
0.222767,0,0,3.874,7.454948,10.7156,0.312474,0.079268,1
0.115383,0,0,0.6842,7.848579,5,0.195113,0.092502,1
1.158585,31.5628,0.97719,40.654,2.903236,46.6351,1.802279,0.660174,0
1.283483,37.4792,0.925233,44.2104,2.01639,66.9168,2.249731,0.77441,0
0.335153,2.8857,0.043643,20.41,6.587154,5,0.530212,0.238831,1
0.409847,1.7181,0.105958,20.4727,6.014859,9.326,0.678773,0.265679,1
0.248448,0.808,0.012776,3.5822,7.838808,6.0729,0.481417,0.134435,1
0.235371,1.1616,0.129071,0,7.296538,23.5723,0.337088,0.315604,1
0.359184,2.9854,0.008261,12.3406,5.995747,5,0.618961,0.168287,1
0.817983,15.0296,0.908827,31.8078,3.281042,29.786,1.390638,0.608132,0
1.083438,28.195,1,35.2726,2.938183,46.8258,1.877024,0.698251,0
1.519331,46.9022,1,44.9137,0.504544,76.8189,2.615613,0.775321,0
0.456923,2.768,0.139797,13.2037,6.039929,8.1945,0.764121,0.23088,1
0.74859,9.6966,0.651908,26.7186,4.37286,27.5111,1.170952,0.42097,0
0.617116,10.0888,0.536674,26.4575,4.686833,30.402,0.90234,0.486255,0
0.715634,13.4715,0.747179,34.7591,4.052904,28.1817,1.207371,0.596254,0
0.182478,1.0168,0,0,8.219801,11.3483,0.357319,0.024471,1
1.400987,45.6985,0.964086,36.5023,1.302471,75.5122,2.515136,0.770181,0
0.131786,0.8449,0.073721,0,7.538176,11.1483,0.403909,0.18641,1
1.445489,46.2508,1,43.1931,1.069599,70.3538,2.587717,0.819656,0
0.19579,0,0,9.3759,7.925449,5,0.396361,0.042104,1
0.165606,0,0,1.1056,7.667053,7.3428,0.243218,0.145487,1
0.176111,0,0.061512,0,7.834793,10.1755,0.29745,0.168583,1
0.679529,7.7981,0.666379,28.379,4.815009,28.7217,1.046986,0.470003,0
1.066238,27.1153,0.957346,40.3161,2.917692,52.5812,1.869439,0.658481,0
0.279634,0,0,12.7881,7.007191,16.2346,0.448008,0.124071,1
0.1994,0.4107,0.031005,2.9574,6.810329,7.1652,0.470411,0.136723,1
0.432286,1.6737,0.197655,22.7579,5.811459,19.213,0.682843,0.288705,1
1.497287,47.1786,1,42.3695,1.102494,74.2345,2.464047,0.805509,0
0.992151,22.8094,1,32.2322,3.509846,49.0367,1.597113,0.608611,0
1.351066,42.3701,0.916897,38.8157,1.275085,63.0173,2.420217,0.738691,0
0.294744,1.514,0.10661,15.0138,6.837265,13.392,0.515865,0.225593,1
0.797248,16.9587,0.838946,32.9645,3.966969,30.08,1.323008,0.541924,0
1.26074,35.0448,0.947988,38.6969,1.475803,57.3,2.209766,0.729561,0
1.522829,47.7131,1,40.6418,1.226598,85.2594,2.645887,0.818889,0
0.237246,0.5004,0,8.663,7.7436,5,0.310151,0.047681,1
0.320433,1.9893,0,15.3058,6.559126,12.0494,0.489716,0.187253,1
0.185763,0,0.019663,0,7.852412,8.5357,0.378153,0.259002,1
0.186976,0.5541,0.081118,6.1513,7.697563,8.4138,0.417455,0.069007,1
0.194387,0.6832,0,5.689,8.061019,12.7357,0.393257,0.139453,1
0.245448,0.718,0.029362,11.4014,6.866145,8.2666,0.37053,0.112136,1
1.264421,31.8838,1,36.5156,1.302485,53.1142,2.404018,0.835214,0
1.322779,41.3793,0.971397,38.8128,1.508335,59.2873,2.218054,0.74981,0
1.244441,39.4957,1,45.2222,1.358365,62.0727,2.424167,0.835943,0
1.280675,35.5308,0.986552,36.737,1.173703,56.5493,2.236221,0.687228,0
1.344483,42.4158,1,41.0169,1.212239,75.9334,2.412757,0.916952,0
0.580912,9.2143,0.366799,26.6804,5.323356,24.1969,0.93065,0.312297,0
0.188471,0,0.020049,0,7.662713,5.1411,0.358462,0.009712,1
0.218798,0.0257,0,6.5725,7.41414,5,0.357508,0.097496,1
0.204129,1.0726,0,3.8136,7.231748,6.6965,0.480761,0.111128,1
0.247296,0.7085,0.080784,6.7925,7.350242,11.6525,0.436594,0.164146,1
0.443597,0.6244,0.14662,11.2923,6.041271,15.1662,0.637231,0.252027,1
0.662614,8.7657,0.496742,22.6677,4.541019,19.5899,0.974935,0.411221,0
0.177913,0,0,0,7.703268,5,0.330867,0.113695,1
0.358995,2.5797,0.15925,10.0292,6.442538,20.2802,0.603486,0.229601,1
0.258049,1.2125,0.081848,7.7884,6.622822,12.853,0.484545,0.220977,1
0.911994,20.8312,1,34.5726,3.987055,38.1922,1.527968,0.662123,0
1.140809,32.3181,1,37.7666,1.99172,51.4181,2.009523,0.709552,0
0.901249,21.764,0.901952,42.7395,3.89897,45.483,1.410406,0.675367,0
0.732866,9.7371,0.670468,28.9866,3.906076,35.7166,1.198868,0.590149,0
0.320057,1.1098,0.070164,15.1752,7.246371,5,0.449251,0.192521,1
0.660368,9.0357,0.425005,25.2317,5.274955,15.4075,0.940163,0.304418,0
0.77249,18.0655,0.843582,30.9446,4.230244,28.647,1.210973,0.538179,0
1.28526,33.5686,0.941622,39.1479,1.955358,62.4316,2.2634,0.718395,0
0.16623,0.3978,0.038667,3.9593,8.340745,12.4722,0.199164,0.117163,1
1.402409,43.468,0.910427,43.5965,1.312619,71.1427,2.427584,0.752649,0
1.51843,48.2283,0.954159,44.0351,0.893321,74.0761,2.637267,0.848177,0
1.201217,28.4302,0.98924,42.4329,2.202642,47.7145,1.852663,0.725717,0
0.346569,2.0361,0.066817,17.9788,6.957272,10.523,0.553337,0.224434,1
0.68869,13.9175,0.55327,26.2883,3.857006,26.8921,1.348092,0.564944,0
0.36657,1.0631,0.01047,16.558,6.697456,15.2546,0.579922,0.205164,1
0.857799,17.7815,0.876989,26.868,3.903343,37.0099,1.30155,0.499815,0
1.034499,26.6566,1,37.6057,2.350977,51.7939,1.669094,0.676349,0
0.755062,11.2108,0.824142,36.5843,4.663741,31.4052,1.170673,0.569689,0
0.422153,3.0291,0.167938,19.3161,6.173824,17.4553,0.693434,0.277912,1
0.239442,1.2118,0.02078,9.4526,6.996032,5,0.520133,0.026582,1
0.419275,1.4386,0.023392,16.273,6.18057,15.563,0.541809,0.226019,1
1.206281,34.4044,1,43.37,2.248541,53.2191,1.942469,0.810634,0
0.250097,0.9203,0.053138,5.914,7.673736,14.9045,0.313466,0.189135,1
0.310661,1.3159,0.095404,12.2848,6.485632,7.919,0.465497,0.148904,1
0.339962,1.7724,0.12377,13.4127,7.617886,10.8412,0.442778,0.20579,1
0.325884,0.9402,0.076382,12.2242,6.817215,18.0441,0.564526,0.150563,1
0.544803,4.9652,0.232921,20.5991,5.310814,20.4238,0.79954,0.224088,0
1.049998,24.323,1,34.0213,2.761873,40.3448,1.804828,0.655368,0
0.47032,3.0645,0.210989,19.0219,5.818013,16.2556,0.774303,0.316924,1
0.225331,0.0454,0,8.0518,7.4522,16.1862,0.325144,0.184058,1
0.452358,2.2854,0.098816,10.8706,6.465417,15.6624,0.62615,0.280147,1
0.140811,1.1009,0,0,7.295278,7.297,0.381526,0,1
0.342111,1.3106,0.036398,12.8278,6.915025,14.0245,0.438803,0.250109,1
0.988413,22.7979,0.951234,41.8454,2.82474,48.4316,1.642667,0.815567,0
0.497539,1.4174,0.12574,23.3955,5.623494,10.6116,0.614088,0.158086,1
1.071507,25.7607,0.885692,41.013,2.791276,45.2608,1.721838,0.675574,0
0.21469,0.0714,0,5.7096,7.801662,9.5584,0.289165,0.00927,1
0.523067,5.1913,0.150691,18.0685,5.702332,12.1552,0.965353,0.268216,1
0.468973,3.079,0.090692,22.5677,5.904425,19.5641,0.87524,0.313865,1
0.572115,4.493,0.303321,19.614,5.288041,18.2584,0.761614,0.230659,0
0.350911,0.8661,0,12.0889,5.887966,9.9844,0.657405,0.301936,1
1.192347,35.0693,1,45.6749,1.328138,61.7369,2.196462,0.844806,0
1.166565,29.8032,0.990254,35.1893,2.212268,54.6376,2.042328,0.743997,0
0.326876,0.7727,0.110619,13.5196,7.064026,23.0782,0.549998,0.266136,1
0.813602,14.5953,0.932585,33.6062,3.223609,39.3701,1.378927,0.633627,0
1.455489,41.9323,1,40.4854,1.229148,68.0258,2.350694,0.75599,0
0.471278,4.1078,0.175541,18.5412,6.428375,12.9982,0.550535,0.2363,1
0.541635,3.5941,0.132003,23.252,5.574942,16.4938,0.71917,0.332595,1
0.190742,1.0685,0.021093,0.4897,7.586134,12.5875,0.427057,0.151727,1
0.215359,1.1723,0.142657,10.6344,7.433653,8.6761,0.358893,0.096634,1
0.2206,1.311,0.016893,0,7.912158,18.6202,0.227901,0.188125,1
0.453769,1.6184,0.101335,13.2364,5.867589,16.5787,0.574768,0.26206,1
0.37582,2.6675,0,11.6804,6.478454,12.0649,0.650416,0.149194,1
0.384827,1.1363,0,10.002,6.336015,16.4064,0.670635,0.16552,1
0.501219,5.4006,0.248236,20.2756,5.608798,19.029,0.78887,0.282044,1
0.228084,1.1423,0,4.3806,7.00568,12.2164,0.504381,0.14872,1
0.448133,1.5756,0.169921,14.666,6.05147,14.3739,0.533013,0.362039,1
1.295367,41.3279,1,34.4733,1.798939,70.5561,2.316074,0.745211,0
0.192126,0,0.125742,4.4286,7.807358,23.5433,0.361467,0.23978,1
0.213826,0,0.024124,7.0279,6.578488,12.6841,0.345211,0.191272,1
0.361329,1.657,0.096547,18.4298,6.322874,20.9344,0.811814,0.314997,1
1.216911,33.8097,0.882952,38.3282,1.955954,47.0577,2.052138,0.749404,0
0.551763,8.8176,0.400492,25.337,5.110385,14.8244,0.994473,0.339336,0
0.367791,0,0.004829,8.9746,5.894907,8.7564,0.63401,0.190723,1
0.523241,4.3405,0.235849,25.8498,5.950489,20.8341,0.638453,0.328066,1
0.411972,2.5379,0.079932,15.7848,6.177549,5.4015,0.644812,0.098948,1
1.477014,45.575,1,40.4456,0.741241,71.8594,2.500499,0.891872,0
0.39366,1.3121,0.106868,17.9057,6.197169,8.0736,0.611559,0.182627,1
0.272592,2.1068,0.000609,7.3115,6.859097,16.1894,0.558238,0.156422,1
1.2089,37.2293,0.996363,36.3478,1.382335,62.32,2.080573,0.850951,0
0.796207,18.9929,0.829051,35.3352,3.8013,34.6361,1.439165,0.534265,0
0.337654,1.6744,0.032642,7.5032,7.085951,8.8387,0.61593,0.050874,1
0.233365,0.022,0.057282,11.0576,7.006246,10.472,0.28775,0.119679,1
0.141391,0.1415,0.019424,6.5173,7.021158,8.7894,0.331018,0.049445,1
0.221925,0.1976,0,8.9075,7.58004,5.3744,0.400291,0.041673,1
1.020918,26.7819,0.958623,38.929,3.169322,48.955,1.785727,0.641822,0
0.790223,14.8605,0.805781,32.6824,3.617627,34.2994,1.532491,0.557393,0
0.192472,0,0.052101,10.9345,7.655093,7.1903,0.42165,0.058857,1
0.367862,1.1791,0.043977,16.0036,6.539114,5,0.607727,0.201971,1
0.402513,3.1921,0.098006,14.2785,6.024215,16.5591,0.732817,0.361162,1
0.471843,2.7244,0,16.0202,5.74963,6.8983,0.794782,0.170216,1
0.11986,0,0.053244,1.9421,8.106618,5,0.146873,0.053627,1
0.675713,13.7091,0.673099,27.5686,4.43347,33.8206,1.224026,0.558423,0
1.44946,49.3078,1,46.0859,1.340269,83.9684,2.521705,0.834777,0
1.462932,46.656,0.994882,32.5159,0.5,78.4083,2.396434,0.890839,0
0.341916,2.7884,0.024342,10.6477,6.834821,9.7777,0.514707,0.218492,1
0.857349,19.7167,0.932761,27.8235,3.020607,39.7099,1.516286,0.649846,0
0.805219,13.0776,0.807199,32.7777,4.187841,36.7188,1.409484,0.572608,0
1.458044,44.1311,1,39.2738,0.892173,76.8707,2.565126,0.823827,0
0.365531,2.1528,0.034235,17.1299,5.635916,8.3818,0.647994,0.170665,1
0.171197,0.9872,0.022378,0.6578,8.526554,11.6386,0.323126,0.070847,1
0.653062,12.0901,0.555316,24.9012,5.332327,25.0422,0.968349,0.4639,0
0.178357,0,0.057723,0,7.873089,18.4681,0.339654,0.164744,1
0.35173,1.8425,0.165084,15.3869,6.639093,19.1145,0.58683,0.318911,1
0.283532,1.1146,0.052954,6.3166,7.36511,8.4048,0.469738,0.087164,1
1.27254,39.0361,1,40.1445,2.151022,65.3464,2.226923,0.824251,0
1.025717,25.7169,0.928753,36.2527,3.001083,31.817,1.631045,0.730881,0
0.900216,22.8197,1,30.891,3.583162,40.3578,1.512213,0.529385,0
0.257485,1.2629,0,7.0301,7.075583,12.3323,0.42438,0.152385,1
0.230858,0,0.009063,9.2542,7.49746,15.6482,0.292456,0.163842,1
0.159614,0,0.001357,7.3763,7.723145,9.77,0.318952,0.006924,1
0.38272,1.3521,0.064913,7.7882,7.143867,17.9593,0.515092,0.097627,1
0.224521,0.5667,0.07918,5.6078,7.357701,11.7643,0.373635,0.203696,1
1.065217,28.7994,1,37.8589,2.461998,48.2014,1.821423,0.74359,0
