pesticide_concentration,uv_vis_absorbance,color_shift,lspr_shift,nanoparticle_aggregation,nacl_effect,fluorescence_signal,spectral_response,plant_stress_signal,plant_health
1.4695,2.4311,26.4145,6.3674,0.1731,0.3239,5.1428,2.0716,4.7943,1
0.5064,1.4112,1.4036,1.1623,0.0754,0.3636,7.1686,1.0023,1.7238,1
3.9706,3.3492,106.9959,32.7396,0.9425,2.6955,1.3838,7.1764,13.8829,0
2.9033,2.8620,73.8687,13.8966,0.6083,1.3117,3.1712,3.6977,10.1844,0
1.7801,2.5812,48.3492,11.9096,0.1842,0.1655,5.0243,2.9481,7.1625,1
3.7217,3.2811,116.4028,25.6747,0.8184,1.9869,2.6429,6.6287,13.2987,0
2.4223,2.9795,53.5679,13.0749,0.5920,1.2486,3.5322,4.2454,9.7142,0
3.9500,3.2155,103.4132,27.7356,0.8692,2.2421,2.7373,6.7256,13.3456,0
2.3043,2.8842,53.3059,13.0103,0.5329,1.1714,3.6645,3.8254,9.3831,0
1.2694,2.3088,36.1353,6.0919,0.1071,0.4794,5.6219,2.5033,4.7496,1
0.6059,1.5639,21.8687,4.3706,0.0539,0.0352,6.7886,1.5066,2.5661,1
3.1921,3.1654,88.2338,22.5705,0.7038,1.8039,2.3729,5.8448,11.5097,0
3.8692,3.3575,109.1463,27.2061,0.9193,2.2849,2.4124,6.0413,13.0416,0
4.5187,3.4836,129.5551,45.5306,0.9922,2.6868,1.7840,10.2953,15.3342,0
1.2856,2.3928,34.6144,6.5177,0.2308,0.1157,5.0456,2.8395,6.1456,1
3.6092,3.0293,97.0802,26.1828,0.8488,2.2157,2.7364,5.8148,13.3176,0
0.3897,0.9668,0.2339,4.1463,-0.0618,-0.0503,7.9433,1.4172,1.0282,1
2.7830,3.0283,74.6582,14.9898,0.6151,1.3343,3.4811,4.2889,9.7080,0
2.9092,2.9247,78.3573,15.9256,0.6860,1.5637,2.6941,4.8370,11.5211,0
3.5911,3.0708,101.5141,25.0316,1.0149,2.7971,2.0826,5.9146,13.6717,0
2.5959,2.7182,61.9976,16.4271,0.6072,1.4643,3.4141,4.4164,10.1128,0
2.2584,2.6470,59.4465,13.8577,0.3440,0.8237,3.9439,4.4419,7.9986,0
2.3861,2.7766,64.2702,13.5137,0.2749,0.6817,4.4262,4.1009,8.7713,0
2.9152,3.0994,74.9280,15.7602,0.6157,1.3530,3.0461,4.8018,10.6832,0
2.0022,2.7084,50.1219,11.8440,0.3062,0.6376,4.3992,3.9667,8.4251,0
2.4219,2.5913,64.2028,14.8622,0.3874,0.7552,3.6281,3.5214,10.0225,0
2.5058,2.8398,60.2700,15.9858,0.4098,0.9355,3.2747,3.5934,9.1959,0
3.8768,3.4799,123.7468,30.7683,1.1496,3.1399,1.8380,6.6793,14.4994,0
0.6039,1.4502,13.9048,3.9558,-0.0031,-0.1085,6.8804,0.2508,3.9828,1
1.2255,2.2040,23.5688,4.3595,0.2249,0.4635,5.7526,1.3712,5.6183,1
0.5331,1.2335,6.0399,2.4604,0.1333,0.2433,7.0555,0.5458,3.3646,1
3.7638,3.3024,100.8102,31.4133,0.8563,2.0522,1.4798,7.3495,13.6236,0
4.9645,3.3359,152.6373,42.5023,0.9764,2.7021,1.0789,9.0547,15.2582,0
4.4997,3.2658,135.1132,34.9345,0.8551,2.5358,1.5633,7.9562,14.8526,0
4.8960,3.3147,160.0600,49.9588,1.0086,2.8446,1.3101,10.7708,15.3827,0
3.3953,3.4692,106.2569,23.4767,0.8383,1.8803,2.6255,5.4245,12.1637,0
0.3877,0.8296,18.3880,1.5811,0.0601,0.1076,7.7849,0.8448,2.5200,1
0.3750,0.9163,7.6933,-0.0050,0.0389,0.1064,6.8726,0.4198,3.1687,1
2.9436,3.0474,77.0055,16.0040,0.8023,1.9109,3.4201,4.9218,10.4131,0
3.8648,3.0072,96.9047,29.6399,1.0370,2.7013,2.2829,6.7202,14.3014,0
4.0399,3.1381,109.0204,33.1019,0.9144,2.5744,1.7356,6.8630,14.8951,0
3.0241,3.0112,97.0802,17.5892,0.7216,1.7230,3.0731,5.1128,10.8627,0
0.5059,1.1830,-0.5846,0.7547,-0.0227,0.1023,7.6540,1.6665,2.0071,1
3.4245,3.0175,104.7007,25.8108,0.7717,2.0127,1.8318,6.2195,12.2832,0
3.2559,3.1451,83.5347,20.9619,0.8371,1.9712,2.6344,4.3808,12.2759,0
2.2034,2.8044,38.9074,9.8215,0.3626,0.8234,4.1257,2.1985,8.0279,0
3.8654,3.2088,101.3381,28.7717,1.0507,2.7256,2.7847,7.8649,13.4398,0
4.7135,3.3314,148.9459,45.0545,1.1244,3.2795,2.1061,8.8992,16.1080,0
1.4118,2.3803,14.8439,7.7505,0.1563,0.2865,4.8785,3.1491,5.9954,1
0.8864,1.5410,14.6708,3.7237,0.1272,0.4302,6.2245,0.6817,3.8881,1
1.4191,2.1155,35.9872,5.2680,0.1465,0.1981,5.6361,1.9781,5.3312,1
2.8826,2.8556,74.6501,18.9236,0.7178,1.8388,2.4792,4.9513,11.8278,0
1.2123,2.3496,27.5967,7.9145,0.0356,0.0132,5.2965,2.4131,4.8873,1
2.5313,3.1113,64.0555,2.1333,0.6928,1.4536,3.4010,2.3530,9.3840,0
0.4392,0.9319,18.3054,2.9336,0.0324,0.1758,7.2207,0.9610,3.2105,1
4.2785,3.5703,145.1018,32.1418,0.9800,2.6014,1.6995,7.4825,15.1968,0
0.6452,1.4243,5.0910,4.7580,-0.0098,-0.2664,7.1707,1.5441,3.5949,1
1.5747,2.1723,30.5465,8.4992,-0.0230,-0.0743,4.6715,2.8125,5.4899,1
1.5997,2.4078,43.7793,9.1920,0.0963,0.0694,4.6562,2.4846,6.1697,1
4.1506,3.2754,115.8925,31.8376,1.0188,2.5788,2.3108,6.6913,14.4386,0
2.7374,3.0146,75.8656,9.2441,0.5503,1.2945,3.0535,3.9155,10.0864,0
4.0423,3.4826,121.8235,31.1219,1.0067,2.3831,2.6673,6.8560,13.0314,0
4.7563,3.6656,141.4798,43.4463,1.1365,3.3085,1.8495,9.4038,15.6711,0
4.0480,3.3177,118.3475,32.1893,1.0086,2.6108,2.1991,6.9697,13.8170,0
4.8741,3.2729,142.2013,44.3721,1.1249,3.0888,1.4880,9.3387,15.9073,0
1.2371,2.1061,18.8304,4.0586,0.1865,0.3082,5.3066,1.2551,6.0995,1
3.1082,3.1113,87.8604,20.8576,0.8429,1.6808,2.2384,6.4863,12.0286,0
4.5171,3.2952,137.0250,36.4462,1.1169,3.1912,1.7579,8.1384,15.6283,0
0.9749,1.6962,19.1704,5.0110,-0.0091,-0.0179,6.2274,1.9422,4.2026,1
0.6264,1.3092,20.7476,6.6212,-0.0225,0.1760,6.0247,2.6349,3.3152,1
3.3585,3.3817,88.1347,17.9992,0.8082,1.8808,2.3573,3.9963,12.2743,0
0.3597,0.8842,11.5537,3.8748,0.0624,0.0902,7.5592,0.4345,2.7614,1
1.8803,2.5075,48.4333,10.8065,0.0804,0.1630,5.2416,2.9117,6.2046,1
3.8909,3.1150,119.1341,35.3899,1.0281,2.8304,2.5198,8.3018,13.4701,0
1.7200,2.2855,50.9980,9.5320,0.1314,0.4575,4.6817,2.7826,6.7403,1
2.6026,2.8276,61.4929,5.3598,0.5826,1.4045,3.0452,2.9548,10.9123,0
4.9331,3.4381,154.5220,45.9586,0.9768,2.7140,2.0820,9.1056,14.8170,0
0.5069,1.3292,10.3425,-0.3016,-0.0010,-0.0423,6.6673,1.3333,3.6366,1
3.7821,3.1942,111.2253,27.1055,1.0019,2.7368,2.7851,6.2314,12.2698,0
0.7043,1.6631,10.2423,1.1221,-0.0178,-0.2434,6.0769,1.3083,4.6657,1
3.7153,3.1160,111.3127,33.1780,0.8507,2.3765,2.4915,6.9320,13.1684,0
0.9071,1.8986,6.0206,6.0437,0.1008,0.2174,6.7698,2.3619,3.7195,1
0.3371,0.9901,0.2235,0.7058,0.1294,0.4854,7.5530,0.5761,2.3371,1
2.3812,2.9804,54.8833,10.4399,0.3819,0.7556,3.3780,3.8819,7.9795,0
3.4001,2.9375,95.7564,32.7503,0.7011,1.5168,3.0752,7.8493,11.9535,0
1.2326,2.1665,24.4254,4.5133,-0.0022,0.0473,5.4352,1.7194,4.7640,1
2.8073,3.0882,72.0658,14.0168,0.6302,1.2569,3.5999,4.8124,10.3205,0
1.6598,2.6234,39.0217,8.2983,0.1473,0.3779,4.9433,2.9450,6.4217,1
2.7996,2.9814,87.6871,21.0071,0.7637,1.7128,3.4347,5.5826,11.0040,0
4.9203,3.4795,133.9539,46.2405,1.0681,3.3900,2.7278,9.4009,14.9681,0
0.7406,1.7540,31.1803,6.3424,-0.0086,0.0692,6.6608,1.3221,4.1101,1
3.6967,3.2808,104.1141,26.7104,0.7946,2.0097,2.4779,6.7204,12.8798,0
2.2348,2.9550,54.2343,8.9800,0.3097,0.5151,4.3106,3.1820,8.3342,0
2.4006,2.9940,59.2402,9.2520,0.4611,0.7723,3.4927,2.8684,9.5998,0
0.4044,0.8410,4.8639,3.6515,0.0562,0.1950,7.3949,0.8442,2.5650,1
4.9788,3.4795,157.0039,46.7347,1.0604,3.1175,1.5714,9.9296,15.5367,0
1.1576,2.1234,13.0822,4.7138,0.1508,0.4163,5.9348,1.4705,4.3662,1
3.2872,3.4074,91.5334,18.0859,0.5992,1.5862,2.4995,4.9340,11.1019,0
1.2188,2.1420,35.4892,1.0309,0.0753,-0.1358,5.8516,1.7308,4.9229,1
4.1504,3.2613,127.1128,34.8606,0.9342,2.9919,2.1949,7.5712,13.6863,0
3.3656,3.1252,78.8219,23.2690,0.7521,1.7463,2.8584,5.7642,11.9814,0
4.8817,3.5820,154.6711,43.0093,0.9858,2.6380,1.7982,8.8418,15.9311,0
4.9892,3.4711,143.0200,47.5221,1.0956,3.4765,2.2397,9.4977,15.1319,0
3.9782,3.5440,119.6397,32.0655,0.9403,2.5071,1.9839,8.6247,13.6939,0
2.9654,3.1139,74.3190,14.0167,0.7400,1.5949,2.8345,4.1690,11.5924,0
4.3369,3.4969,119.5244,33.5105,1.0363,2.9599,2.4781,6.7457,13.1423,0
1.6673,2.6094,49.7168,7.5893,0.1970,0.3076,4.9878,2.4065,8.4055,1
0.9111,1.8521,24.6171,7.0029,0.1545,0.2074,6.0162,1.9379,4.1152,1
2.1913,2.6271,45.8791,9.4345,0.2689,0.3349,4.4159,2.7633,8.7276,0
4.0692,3.1886,113.8281,37.4321,1.0067,2.6031,2.0935,7.7887,14.3902,0
1.4463,2.3713,36.4414,12.8069,0.1398,0.3605,5.4715,4.4611,5.9176,1
2.0359,2.5405,59.0400,11.7893,0.2542,0.4307,3.8710,3.5189,7.0577,0
3.6593,2.9947,103.6678,30.9634,0.9903,2.1974,2.1332,6.1879,12.9366,0
2.9962,3.0453,87.1659,17.8618,0.7196,1.7779,2.9036,4.9394,10.9610,0
4.6873,3.4466,132.8066,46.4959,1.0014,3.0453,2.4777,9.6385,13.7994,0
3.5117,3.2228,107.1000,23.1587,0.8534,1.9843,2.3779,5.8932,12.1296,0
2.8410,3.0492,79.1129,18.1637,0.6889,1.6500,3.0164,4.9602,11.0310,0
2.4286,2.9593,67.4417,14.9109,0.4293,1.1373,3.4009,5.1344,9.7449,0
0.9216,1.6544,15.7000,9.3156,-0.0486,-0.2766,6.5884,1.3689,3.1058,1
1.8022,2.6597,29.0201,12.1809,0.2019,0.3374,5.1010,3.6090,5.8922,1
2.2839,2.7751,55.8941,15.1162,0.3741,0.8637,3.6727,3.9859,8.5996,0
2.9138,2.7612,91.5332,16.8846,0.6134,1.4090,3.0180,4.9210,11.6095,0
1.8292,2.6032,39.9866,10.1113,0.1881,0.2394,3.8820,3.2866,7.5195,0
2.8324,3.0867,81.5958,17.8208,0.6035,1.3690,3.4475,4.2277,10.3044,0
0.4804,0.9234,-0.5137,7.6706,-0.0621,-0.3242,7.2517,1.8862,2.6938,1
0.8275,1.6668,21.3924,5.8710,0.0494,0.0199,6.4801,1.6135,4.3109,1
2.3388,2.9674,73.7274,13.7393,0.4109,1.2708,4.0679,3.7992,8.2264,0
1.1248,2.0464,25.4824,3.2065,-0.0061,-0.0298,5.3281,1.2997,4.5043,1
4.3443,3.4921,131.9620,38.7433,0.9072,2.3492,1.3302,8.0250,14.6886,0
0.7616,1.6269,15.7339,-0.1689,0.0129,-0.1906,6.5169,1.3849,3.8627,1
3.2828,2.9823,91.0304,20.7980,0.8407,1.9843,2.8443,4.8738,12.1248,0
3.5123,3.1833,105.0412,26.0930,0.9029,2.0565,2.7939,6.8815,11.3349,0
2.3435,2.8264,62.6795,11.6077,0.4617,0.7295,3.9779,4.5371,8.0423,0
3.5737,3.2556,104.9639,24.9159,0.9406,2.0262,2.1485,6.4025,13.0270,0
2.3643,3.0532,61.9375,12.6421,0.5128,0.9409,4.0537,4.1086,7.5283,0
0.9815,1.9624,29.1703,3.2199,0.0883,0.3134,6.2641,0.7368,4.0389,1
2.9666,3.0585,84.5810,21.5025,0.8627,1.9403,3.6149,4.7598,10.6976,0
1.1195,2.0693,29.6663,6.6826,-0.0546,0.1890,5.7837,2.6594,4.5222,1
4.5820,3.5855,128.5200,40.7738,1.0671,3.2742,2.3072,7.8197,13.6737,0
2.4069,2.6134,70.2046,11.4924,0.4110,0.5634,3.6525,3.8943,8.1300,0
1.6070,2.5475,31.3046,7.1771,0.1593,0.2535,4.2953,2.6065,7.6504,0
1.6383,2.5159,51.2975,9.2522,0.1687,0.3461,4.6285,2.5467,7.1461,1
1.8314,2.8117,53.1367,6.9773,0.2041,0.1111,4.0450,3.2747,8.5619,0
1.4597,2.2511,27.7967,8.5154,0.1624,0.3233,4.8162,2.4127,6.1850,1
3.7516,3.3865,101.6080,34.4024,0.9819,2.5980,2.7641,7.4705,14.0902,0
2.6909,2.7907,71.8195,13.3093,0.6639,1.3430,3.3248,3.5633,10.8560,0
2.3957,2.9249,61.9455,10.0639,0.4843,0.8529,3.3566,3.1090,10.5965,0
3.6139,3.2309,101.7388,26.9889,0.8873,1.9074,2.0819,6.7705,12.9714,0
3.7691,2.9783,104.9642,28.9452,0.9015,2.3501,2.2417,6.2276,12.7329,0
2.3716,2.7511,59.1547,13.1950,0.3140,0.6684,3.9586,3.5122,10.0712,0
2.4594,2.8250,63.3322,15.4777,0.4559,1.1368,3.6570,4.5261,8.3822,0
2.5022,2.8478,60.5143,10.0043,0.5119,1.0149,3.1588,3.0475,10.1366,0
0.2930,0.5719,-1.4442,1.0596,-0.0351,-0.3145,7.2802,0.0760,2.8796,1
4.5177,3.5682,141.2156,40.0272,1.0862,3.0985,1.8624,8.4523,14.4018,0
3.5014,3.1320,101.6573,25.9161,0.9499,2.4270,2.4504,6.2922,12.0224,0
2.8159,3.1509,95.6016,19.0745,0.5876,1.2385,2.7045,6.2112,10.0991,0
2.0560,2.6641,42.0222,13.6033,-0.0080,0.0661,4.1232,4.4615,6.7992,0
4.1370,3.2952,122.6557,34.4382,0.9737,2.7119,1.5305,7.6975,14.1933,0
0.5115,1.0189,16.1140,2.7724,-0.0086,-0.1698,7.2130,0.3029,2.9733,1
0.4858,1.4102,7.2612,0.8478,0.1720,0.0202,7.7946,0.8268,1.7469,1
1.5668,2.5660,39.9204,7.7610,0.2197,0.2702,5.2526,2.6955,6.9836,1
3.3443,3.3239,104.9583,22.1398,0.8925,2.4468,2.3567,4.8759,12.6197,0
1.5100,2.3218,30.4573,6.8183,0.1458,0.4843,4.9083,1.7403,6.0525,1
2.2037,2.9975,57.1506,9.2000,0.3971,0.5842,2.8219,2.6743,9.4437,0
3.2726,2.9994,87.3244,20.3697,0.8036,1.9196,2.6003,5.0924,12.4464,0
0.3988,1.1644,8.5609,3.8245,-0.0562,-0.2507,6.8918,0.9195,2.5877,1
4.1647,3.5226,119.4824,37.6752,1.0004,2.6325,2.3518,8.1562,14.9526,0
0.8489,1.3849,6.4241,3.3623,0.0215,-0.0885,6.6756,1.1892,3.4270,1
4.1045,3.3735,128.7327,35.5820,0.8954,2.4003,2.3841,8.7222,13.2565,0
2.0389,2.3914,47.4628,13.0692,0.1092,0.0570,4.2211,3.0607,8.2013,0
1.3629,2.4287,22.1319,7.5136,0.2299,0.5894,4.8329,3.0454,6.2527,1
1.6127,2.1937,31.1091,9.0496,0.0938,0.1079,5.5892,4.3020,6.6817,1
2.9164,3.1520,79.9270,16.6311,0.7002,1.3893,3.8007,5.5315,10.0943,0
4.7478,3.4843,155.5000,42.6276,1.0175,3.0612,1.3289,9.5368,15.6091,0
1.7507,2.7116,38.8490,6.0138,0.2421,0.6075,4.9065,2.8292,5.9548,1
2.9957,3.1118,79.9579,17.7519,0.7669,1.7485,2.2227,4.2139,12.2665,0
3.8593,3.3316,109.8448,26.0724,0.7841,2.0448,2.4192,6.9133,12.6244,0
1.3511,2.3009,19.5612,6.6268,0.1196,0.1249,6.1233,2.6125,5.6484,1
1.7798,2.8226,48.8998,8.4369,0.3292,0.8141,4.6056,2.7502,6.5522,1
1.2041,2.1368,29.5949,4.8462,0.1601,0.3217,6.0922,1.9969,5.0652,1
3.3982,3.1138,89.0687,30.2772,0.8379,2.0180,2.2732,6.7631,13.0102,0
3.4987,3.2758,83.8063,23.2981,0.7573,2.0296,2.7307,6.3990,11.6504,0
0.2726,0.9013,10.5702,5.2246,-0.0180,-0.0858,7.4798,1.4021,2.9010,1
5.0000,3.5446,144.9922,46.0417,0.9018,2.5691,2.1602,10.7715,14.5421,0
1.6478,2.5610,45.7271,5.9110,0.1938,0.7073,4.7333,2.5027,7.5831,1
4.1865,3.7642,103.7943,29.0820,0.9211,2.4087,2.2279,6.4378,13.9015,0
2.2091,2.5509,45.6871,10.9915,0.3807,0.6276,4.9082,3.3980,7.8048,0
0.2052,0.3998,5.6884,-0.5676,-0.0275,-0.0053,7.7786,0.2146,1.9381,1
4.7537,3.5842,136.4252,43.4851,1.0511,3.0130,1.1662,9.6190,15.8379,0
4.6404,3.5742,151.1740,34.9894,0.9609,2.5492,1.1982,8.1796,15.1723,0
4.9666,3.4680,148.7158,48.3711,1.0358,3.0584,1.3258,10.0181,15.0814,0
4.6025,3.2441,136.0108,38.9767,1.0794,2.8851,1.9716,8.4107,16.1799,0
2.8155,2.8687,78.0603,11.9386,0.5844,1.4292,3.5523,3.7268,9.7921,0
2.8881,2.7321,73.7893,17.4560,0.6472,1.5015,3.1849,4.7639,11.2358,0
3.3049,3.5053,91.7309,20.4266,0.6885,1.4333,2.3185,5.0654,12.6542,0
4.7982,3.3586,158.5963,44.2775,0.8455,2.7967,1.3528,9.8723,15.1854,0
4.7014,3.3845,149.5635,40.2164,1.2361,3.5341,1.1450,7.5939,16.5888,0
3.2023,3.1217,78.2486,14.5591,0.8515,2.2922,2.6684,4.4859,12.7144,0
4.7541,3.5615,135.5003,42.9606,0.9344,2.5027,1.9796,9.4874,15.6472,0
0.6121,1.3096,-0.0427,-0.1455,-0.1230,-0.2518,6.6688,0.6524,3.0930,1
0.9607,1.8861,24.3207,2.8170,0.0339,0.0978,6.3996,1.4631,4.1015,1
1.3065,2.4710,29.4861,8.6166,0.1352,0.1227,5.5838,2.7926,5.4836,1
3.3566,3.3505,97.6337,23.4094,0.8585,1.7182,3.3065,6.2322,12.4727,0
4.7612,3.1831,136.6521,44.0514,0.9857,2.8018,1.7385,8.9897,15.4623,0
0.6073,1.2143,4.3862,2.3374,-0.0982,-0.1022,6.2927,0.7412,2.5397,1
1.0856,1.9521,12.4307,5.0858,-0.0653,0.3065,5.7842,1.9072,4.2784,1
1.2604,2.1839,21.6152,7.1794,0.1428,0.4490,5.4374,2.0438,6.0651,1
0.7160,1.8198,12.9449,5.8511,0.0587,0.1061,6.5153,2.0575,3.4130,1
4.8461,3.6523,149.0024,45.1285,0.9298,2.5178,1.3424,9.4464,14.8281,0
2.4801,2.7558,63.3484,13.6623,0.4040,0.7345,4.2858,3.1723,8.3742,0
2.6564,3.1347,76.4162,13.9764,0.5622,1.3385,3.7273,3.8277,10.3343,0
2.6852,3.1028,72.9899,16.0192,0.5930,1.2929,3.2724,3.5230,9.8530,0
4.8090,3.4142,147.0428,45.7608,1.1032,3.2411,1.3231,10.2369,15.7130,0
1.9399,2.7590,49.4648,10.8525,0.3372,0.5578,4.4520,3.9895,7.1815,0
3.5269,3.1131,103.6695,25.8828,0.9338,2.4172,2.0530,5.2583,13.1086,0
1.2746,2.1637,28.7116,3.8670,0.1305,0.0371,5.1248,1.6615,6.3672,1
2.5125,2.8822,73.0474,11.5236,0.4686,1.0412,3.0555,4.6668,9.8333,0
2.4474,2.9679,53.6814,15.1910,0.5190,0.8734,3.5818,4.8334,9.0838,0
1.8660,2.7675,49.1654,7.5509,0.2932,0.6006,4.4593,2.0255,7.4860,0
1.5245,2.4991,38.3109,12.2609,0.2112,0.4255,4.8220,3.2609,6.0945,1
2.1060,2.8835,71.7660,13.3605,0.3732,0.6996,3.8974,3.7558,7.7013,0
0.8390,1.6866,7.4562,5.8501,-0.0618,-0.2078,5.7730,2.1250,3.3061,1
0.4082,1.2683,8.7167,2.9907,0.1041,0.2503,7.4334,0.7824,2.8811,1
2.1759,2.6231,53.0746,9.3350,0.3183,0.7810,3.4835,3.0396,9.3035,0
1.4670,2.3030,32.2558,9.4816,0.1263,0.5957,5.4361,3.2488,5.8226,1
2.7468,2.8350,84.2192,19.2494,0.7432,1.5141,3.3335,5.1090,10.3496,0
2.3727,2.8085,76.4402,13.5163,0.3098,0.8083,3.5258,3.4348,9.1750,0
4.5845,3.4376,144.2579,50.9819,0.9390,2.6432,1.0200,10.1690,16.0470,0
2.0780,2.6453,36.6759,8.1764,0.4336,0.5502,3.6867,2.1859,8.3287,0
2.4866,2.9433,60.8225,15.1053,0.4207,0.8619,2.9578,4.0011,10.1649,0
4.8274,3.4846,140.5771,49.2257,0.9582,2.8011,1.1471,10.4759,15.5067,0
0.9577,1.9441,33.6954,6.1592,0.0608,0.0820,6.4923,1.8532,3.6253,1
0.2471,0.7237,7.5682,0.8719,0.0251,-0.1179,7.8982,0.1978,2.4277,1
3.5417,3.3806,108.1918,27.3990,0.8838,1.9633,3.1188,6.3210,11.6665,0
3.7470,3.2328,108.3136,30.0654,0.8003,2.0153,2.3015,6.7064,13.0223,0
1.3715,2.3099,36.3933,4.1402,0.2100,0.3448,4.8529,1.8425,7.2282,1
1.9192,2.8394,39.0923,13.6318,0.1972,0.2476,3.7011,4.8442,8.0359,0
2.6050,2.8147,68.3593,13.5035,0.5509,1.2545,2.9671,3.1471,10.1799,0
4.7795,3.0810,146.6477,42.1984,1.0523,3.1588,1.6597,8.6078,16.1814,0
2.4046,2.7549,59.3025,15.1723,0.3601,0.7256,3.7149,4.5143,8.4957,0
4.1673,3.3480,116.7775,35.1086,1.1201,3.2260,2.0791,7.1086,13.1763,0
1.4560,2.2883,22.9140,7.0511,-0.0303,0.0014,5.4321,2.5168,6.7222,1
0.4161,0.8231,17.7484,2.2248,-0.0723,-0.1873,7.2801,-0.0554,1.3956,1
4.0149,3.5148,118.2549,34.8411,0.8398,2.4976,1.6477,7.9454,13.9072,0
2.1719,2.7792,49.7748,8.3059,0.3835,0.5425,4.3196,3.3461,7.5086,0
2.3994,2.9460,68.3070,11.8447,0.3817,0.8157,4.0723,3.5982,8.7292,0
4.6693,3.4770,143.1833,44.7083,0.9659,2.7848,1.4483,8.9780,15.5827,0
2.8425,3.1097,70.7896,14.0870,0.6625,1.3726,3.1250,5.0220,11.2996,0
3.7818,3.1778,117.7663,28.9255,0.8674,2.2234,2.3613,5.6709,12.9271,0
3.2488,3.2856,100.2946,23.1902,0.9150,2.1743,2.7554,5.2304,11.4258,0
4.5196,3.4426,143.7913,44.4369,1.0624,2.8518,1.8918,8.2626,14.5679,0
3.1643,3.0490,101.6756,17.6702,0.7749,1.8358,2.3121,5.5540,13.4745,0
0.5418,1.4314,21.4117,1.5886,-0.0077,0.0240,7.4619,1.4285,2.8835,1
2.2571,2.6470,61.3508,10.6959,0.2831,0.6990,3.9022,3.0907,9.4541,0
3.3101,3.3100,94.7148,23.4506,0.8551,2.0600,2.5228,6.2656,11.9990,0
3.3062,3.0876,107.5989,25.1883,0.9158,2.2441,2.4319,6.1530,12.7646,0
1.4039,2.3055,44.2841,6.6980,0.1876,0.2079,5.0528,1.9768,5.6620,1
3.9528,3.3737,120.7873,37.4567,0.9761,2.4415,1.6907,8.5299,13.4681,0
2.1526,2.6724,58.1285,8.8796,0.3636,0.7630,3.7431,2.4493,8.8861,0
1.9024,2.4218,62.1631,9.2401,0.2825,0.8553,4.4297,2.5855,6.7581,0
2.1341,2.5055,68.3091,11.9734,0.2457,0.6269,3.6128,3.9278,8.4476,0
4.1025,3.3294,121.6100,35.0661,1.0981,2.8959,2.6354,7.3071,13.6247,0
4.4065,3.5360,113.1293,28.4166,1.0865,2.9327,1.9036,7.3054,14.9074,0
2.5951,2.8196,70.2993,7.8027,0.4820,1.3402,3.5294,3.1553,9.6048,0
0.1487,0.2779,8.5865,1.8403,-0.1060,0.0098,8.6643,0.6345,1.0381,1
2.8760,2.7237,75.7174,12.0658,0.7685,1.4093,2.7722,3.9348,10.8938,0
3.8102,3.2787,101.7306,23.9908,0.8719,2.2161,2.7051,5.7339,12.7604,0
2.3177,2.8105,63.2951,8.9679,0.3366,0.6662,4.1103,3.2433,8.6793,0
2.6027,2.8995,68.4901,6.7889,0.5576,1.0171,3.8926,2.8055,9.5217,0
4.5821,3.5582,149.0556,36.1740,0.9614,2.7001,2.3402,7.7359,13.7597,0
4.8530,3.6413,149.8876,44.6559,0.9960,2.8601,1.3527,9.4523,14.9969,0
3.0314,3.0666,65.4572,15.3147,0.7281,1.4227,2.7067,4.7284,11.3315,0
5.0000,3.4893,142.7941,43.5096,0.8024,2.2604,1.8521,8.9946,13.9286,0
2.0422,2.7159,53.5674,10.7881,0.1851,0.2160,3.5995,3.6504,7.9920,0
1.8321,2.4230,34.8073,6.7297,0.2269,0.4886,3.8375,2.3204,7.6376,0
2.9117,3.2031,80.7293,14.8995,0.6836,1.5435,2.6825,4.3503,12.2079,0
1.2449,2.0102,23.8222,8.6724,0.2475,0.6946,5.2586,1.9680,5.4618,1
2.2736,2.6284,75.6982,9.5541,0.3850,1.0245,2.5387,2.6456,10.2750,0
2.0149,2.7467,51.0102,8.7775,0.3516,0.6574,4.8034,3.0265,7.5854,0
4.2220,3.1903,120.7717,32.2821,0.9263,2.4299,1.8805,7.7147,13.9214,0
1.0007,2.0535,25.4108,1.4601,-0.1371,-0.3117,5.7367,0.3682,4.7931,1
1.4481,2.2350,55.9966,2.9015,0.1811,0.3081,5.1035,1.4743,7.1249,1
1.1622,2.1652,30.9271,4.8353,0.1476,0.3394,5.8485,2.4798,5.7652,1
0.4697,0.8723,20.7388,5.7105,0.0314,-0.0782,6.9252,1.1224,2.3308,1
1.2957,2.1777,44.2402,2.4604,-0.0223,-0.2595,5.4417,1.7915,5.7283,1
2.2245,2.8066,62.3658,12.8019,0.2614,0.4527,3.8752,3.7104,8.3550,0
3.8801,3.3764,122.0761,34.3689,0.8837,2.3329,2.0571,7.4686,13.4779,0
5.0000,3.6915,154.5320,44.3120,1.0882,3.3251,1.7885,10.6686,15.7147,0
3.9662,3.3502,113.9365,30.8508,1.1358,2.7052,2.2131,7.5943,14.2062,0
4.1835,3.7050,126.8328,39.3352,1.0129,2.8793,2.3756,8.2998,14.5481,0
3.5468,3.1209,105.5879,25.8192,0.8783,2.3746,2.1765,6.2933,13.2868,0
3.2481,3.3518,95.7096,20.6838,0.8334,2.0509,3.1431,4.8183,12.0604,0
1.2065,2.3525,24.4693,6.7183,-0.0178,0.0839,5.8665,2.3077,4.7899,1
1.9042,2.5077,56.8273,8.6237,0.4147,0.6166,4.3740,2.3197,7.5152,0
